standardized_smiles,scaffold,pic50,split
CC(C)[C@H](NC(=O)[C@@H](N)CNC(=O)c1nn[nH]n1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,O=C(CCNC(=O)c1nn[nH]n1)NCC(=O)NC(CC1CCCCC1)C(=O)NC(CC(=O)Nc1cccc(-c2nn[nH]n2)c1)Cc1ccccc1,8.48,validation
CC(C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1nn[nH]n1)C(C)C)C(=O)NCC(O)C(=O)Nc1cccc(C(=O)O)c1,O=C(CCNC(=O)c1nn[nH]n1)NCC(=O)NCC(=O)NCCC(=O)Nc1ccccc1,5.52,train
CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@@H]1CCCCCC[C@H](N)C(=O)N[C@@H](C)C(=O)N1)C(=O)NCc1ccccc1,O=C(CCCC1CCCCCCCC(=O)NCC(=O)N1)NCC(=O)NCc1ccccc1,5.62,train
CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@@H]1CCCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1)C(=O)NCc1ccccc1,O=C(CCCC1CCCCCCCC(=O)NCC(=O)N1)NCC(=O)NCc1ccccc1,6.54,train
CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@@H]1CCCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1)C(=O)NCc1ccncc1,O=C(CCCC1CCCCCCCC(=O)NCC(=O)N1)NCC(=O)NCc1ccncc1,5.31,validation
CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@@H]1CCCCCN(C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)[C@@H](C)C(=O)N1)C(=O)NCc1ccncc1,O=C(CCCC1CCCCCNCC(=O)N1)NCC(=O)NCc1ccncc1,6.58,train
CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COCc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccc(F)cc1,O=C(CCCC(COCc1ccccc1)NC(=O)c1cccc(C(=O)NCc2ccccc2)c1)NCC(=O)NCc1ccccc1,5.44,train
CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COCc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,O=C(CCCC(COCc1ccccc1)NC(=O)c1cccc(C(=O)NCc2ccccc2)c1)NCC(=O)NCc1ccccc1,6.765,train
CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COCc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,O=C(CCCC(COCc1ccccc1)NC(=O)c1cccc(C(=O)NCc2ccccc2)c1)NCC(=O)NCc1ccccc1,7.22,train
CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,O=C(CCCC(COc1ccccc1)NC(=O)c1cccc(C(=O)NCc2ccccc2)c1)NCC(=O)NCc1ccccc1,7.654999999999999,train
CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@@H](O)CC(F)(F)F)C(=O)NCc1ccncc1,O=C(CCCCCc1ccccc1)NCC(=O)NCc1ccncc1,6.66,train
CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](CC(F)(F)C(F)F)NC(=O)OC(C)(C)C)C(=O)NCc1ccncc1,O=C(CCCCCc1ccccc1)NCC(=O)NCc1ccncc1,6.55,train
CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](CC(F)F)NC(=O)OC(C)(C)C)C(=O)NCc1ccncc1,O=C(CCCCCc1ccccc1)NCC(=O)NCc1ccncc1,7.35,train
CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](CCCC(F)(F)F)NC(=O)OC(C)(C)C)C(=O)NCc1ccncc1,O=C(CCCCCc1ccccc1)NCC(=O)NCc1ccncc1,6.38,train
CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](CCN(C)C)NC(=O)OC(C)(C)C)C(=O)NCc1ccncc1,O=C(CCCCCc1ccccc1)NCC(=O)NCc1ccncc1,4.05,train
CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](CN(C)C)NC(=O)OC(C)(C)C)C(=O)NCc1ccncc1,O=C(CCCCCc1ccccc1)NCC(=O)NCc1ccncc1,5.6,train
CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,O=C(CCCCCc1ccccc1)NCC(=O)NCc1ccccc1,7.43,train
CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C,O=C(CCCCCc1ccccc1)NCC(=O)NCc1ccncc1,6.89,train
CC(C)[C@H](O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C,O=C(CCCCCc1ccccc1)NCC(=O)NCc1ccncc1,6.46,train
CC(C)[C@H](O)C(=O)N[C@@H](COC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C,O=C(CCCCCc1ccccc1)NCC(=O)NCc1ccncc1,5.35,train
CC(C)[C@H](O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C)C(C)C,O=C(CCCCCc1ccccc1)NCC(=O)NCc1ccncc1,5.33,train
CC(C)[C@H]1CN(C(=O)[C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)CCO1,O=C(N1CCOCC1)C12CC1C(c1cccc(C=Cc3ccccn3)c1)N=CS2,8.52,train
CC(C)[C@H]1C[C@@H](c2ccccc2)CCN1C(=O)[C@H]1CNC[C@@]12CCCc1ccccc12,O=C(C1CNCC12CCCc1ccccc12)N1CCC(c2ccccc2)CC1,4.66,train
CC(C)c1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,6.87,train
CC(C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cccc(Nc2ccccc2)c1,6.9,train
CC(C)c1cc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n(C)n1,O=C(Nc1csc(C23COCCC2CSC=N3)n1)c1ccn[nH]1,4.98,train
CC(C)c1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n(C)n1,O=C(Nc1csc(C23COCCC2CSC=N3)n1)c1ccn[nH]1,4.98,train
CC(C)c1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)ccn1,O=C1NC=NC1(c1ccncc1)c1cccc(-c2cncnc2)c1,7.16,train
CC(C)c1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,6.52,train
CC(C)c1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)CS(=O)(=O)C(C)(C)C(N)=N2)c1,O=C(Nc1cccc(C2CS(=O)(=O)CC=N2)c1)c1ccccn1,8.1,train
CC(C)c1ccc(C(=O)O[C@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2Nc2nc3cc(F)ccc3[nH]2)cc1,O=C(OC1CNCC1Nc1nc2ccccc2[nH]1)c1ccccc1,7.16,train
CC(C)c1ccc(C(=O)O[C@H]2CN(S(=O)(=O)c3ccccc3)C[C@@H]2Nc2nc3cc(F)ccc3[nH]2)cc1,O=C(OC1CN(S(=O)(=O)c2ccccc2)CC1Nc1nc2ccccc2[nH]1)c1ccccc1,6.14,test
CC(C)c1ccc(CO[C@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2Nc2nc3cc(F)ccc3[nH]2)cc1,c1ccc(COC2CNCC2Nc2nc3ccccc3[nH]2)cc1,6.14,train
CC(C)c1ccc(CO[C@H]2CN(S(=O)(=O)c3ccccc3)C[C@@H]2Nc2nc3cc(F)ccc3[nH]2)cc1,O=S(=O)(c1ccccc1)N1CC(Nc2nc3ccccc3[nH]2)C(OCc2ccccc2)C1,6.32,validation
CC(C)c1ccc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1C[C@H](C)CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N1)CC(C)(C)O2,O=C1CCCCCCCCCCC(CCNC2CCOc3ccccc32)NC(=O)CN1,6.66,test
CC(C)c1cccc(C2(NC[C@@H](O)[C@@H]3Cc4cccc(c4)OCCCCOc4cc(cc(N5CCCC5=O)c4)C(=O)N3)CC2)c1,O=C1NC(CCNC2(c3ccccc3)CC2)Cc2cccc(c2)OCCCCOc2cc1cc(N1CCCC1=O)c2,9.0,validation
CC(C)c1cccc(CNC[C@@H](O)[C@@H]2COC/C=C/CCCNC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,O=C1NCCCC=CCOCC(CCNCc2ccccc2)NC(=O)c2cccc1c2,6.945,validation
CC(C)c1cccc(CNC[C@@H](O)[C@@H]2COC/C=C/CCNC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,O=C1NCCC=CCOCC(CCNCc2ccccc2)NC(=O)c2cccc1c2,8.245000000000001,train
CC(C)c1cccc(CNC[C@@H](O)[C@@H]2COC/C=C/C[C@@H](c3ccccc3)NC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,O=C1NC(CCNCc2ccccc2)COCC=CCC(c2ccccc2)NC(=O)c2cccc1c2,6.49,train
CC(C)c1cccc(CNC[C@@H](O)[C@@H]2COC/C=C/C[C@H](c3ccccc3)NC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,O=C1NC(CCNCc2ccccc2)COCC=CCC(c2ccccc2)NC(=O)c2cccc1c2,9.155,train
CC(C)c1cccc(CNC[C@@H](O)[C@@H]2COC/C=C\CCN(C)C(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,O=C1NCCC=CCOCC(CCNCc2ccccc2)NC(=O)c2cccc1c2,8.14,train
CC(C)c1cccc(CNC[C@@H](O)[C@@H]2COCCCCCCNC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,O=C1NCCCCCCOCC(CCNCc2ccccc2)NC(=O)c2cccc1c2,7.93,test
CC(C)c1cccc(CNC[C@@H](O)[C@@H]2COCCCCCNC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,O=C1NCCCCCOCC(CCNCc2ccccc2)NC(=O)c2cccc1c2,7.555,train
CC(C)c1cccc(CNC[C@@H](O)[C@@H]2C[C@H](C)CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N2)c1,O=C1CCCCCCCCCCC(CCNCc2ccccc2)NC(=O)CN1,7.46,test
CC(C)c1cccc(CNC[C@@H](O)[C@@H]2Cc3cccc(c3)OCCCCNc3cc(cc(N4C=COC4)c3)C(=O)N2)c1,O=C1NC(CCNCc2ccccc2)Cc2cccc(c2)OCCCCNc2cc1cc(N1C=COC1)c2,7.72,test
CC(C)c1cccc(CNC[C@@H](O)[C@@H]2Cc3cccc(c3)OCCCCNc3cccc(c3)C(=O)N2)c1,O=C1NC(CCNCc2ccccc2)Cc2cccc(c2)OCCCCNc2cccc1c2,6.54,train
CC(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CC(c2ccccc2)c2ccccc2)c1,O=C(CC(c1ccccc1)c1ccccc1)NC(CCNCc1ccccc1)Cc1ccccc1,5.34,train
CC(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(Cc3cc(F)cc(F)c3)C(=O)N2)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)C1CN(Cc2ccccc2)C(=O)N1,6.24,train
CC(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NCCC(c2ccccc2)c2ccccc2)c1,c1ccc(CNCCC(Cc2ccccc2)NCCC(c2ccccc2)c2ccccc2)cc1,5.18,test
CC(C)c1cccc(CNC[C@H](O)[C@H](Cc2ccccc2)NC(=O)C(c2ccccc2)c2ccccc2)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)C(c1ccccc1)c1ccccc1,5.47,train
CC(C)c1cccc(CNC[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCC[C@H](C(C)(C)N3CCCC3=O)C2)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)C1CCCC(CN2CCCC2=O)C1,7.244999999999999,train
CC(C)c1cccc(CNC[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCC[C@H](C(C)(C)N3CCCCC3=O)C2)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)C1CCCC(CN2CCCCC2=O)C1,7.885,validation
CC(C)c1cccc(CN[C@H]2COC[C@@H](Cc3ccc(O)c(Br)c3)[C@@H]2O)c1,c1ccc(CNC2COCC(Cc3ccccc3)C2)cc1,4.26,validation
CC(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc(O)c(Br)c3)[C@@H]2O)c1,O=S1(=O)CC(Cc2ccccc2)CC(NCc2ccccc2)C1,6.17,train
CC(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc(O)c(CCO)c3)[C@@H]2O)c1,O=S1(=O)CC(Cc2ccccc2)CC(NCc2ccccc2)C1,6.0,train
CC(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc(O)c(CO)c3)[C@@H]2O)c1,O=S1(=O)CC(Cc2ccccc2)CC(NCc2ccccc2)C1,5.92,train
CC(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc(O)cc3)[C@@H]2O)c1,O=S1(=O)CC(Cc2ccccc2)CC(NCc2ccccc2)C1,5.75,train
CC(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cccc(Br)c3)[C@@H]2O)c1,O=S1(=O)CC(Cc2ccccc2)CC(NCc2ccccc2)C1,6.12,train
CC(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccccc3)[C@@H]2O)c1,O=S1(=O)CC(Cc2ccccc2)CC(NCc2ccccc2)C1,5.96,train
CC(C)c1cccc2c1CCC[C@]21CNC[C@H]1C(=O)N1CCC(c2ccccc2)CC1,O=C(C1CNCC12CCCc1ccccc12)N1CCC(c2ccccc2)CC1,7.62,train
CC(C)c1cccnc1C(=O)Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,5.48,train
CC(C)c1ccnc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc(O)c(Br)c3)[C@@H]2O)c1,O=S1(=O)CC(Cc2ccccc2)CC(NCc2ccccn2)C1,5.37,train
CC(C)c1nc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)co1,O=C(Nc1csc(C23COCCC2CSC=N3)n1)c1cocn1,4.79,train
CC(C)c1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)co1,O=C(Nc1csc(C23COCCC2CSC=N3)n1)c1cocn1,4.79,train
CC(C)n1cc(C2(c3ccc(F)c(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1,O=C1NC=NC1(c1cn[nH]c1)c1cccc(-c2cccnc2)c1,7.4,train
CC(C)n1cc(C2(c3ccc(F)c(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1,O=C1NC=NC1(c1cn[nH]c1)c1cccc(-c2cncnc2)c1,7.1,train
CC(C)n1cc(Cl)c(C(=O)Nc2cnc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)n1,O=C(Nc1cncc(C2CCOC=N2)c1)c1cc[nH]n1,4.85,train
CC(C)n1cnc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c1,O=C(Nc1csc(C23COCCC2CSC=N3)n1)c1c[nH]cn1,5.74,train
CC(C)n1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c1,O=C(Nc1csc(C23COCCC2CSC=N3)n1)c1c[nH]cn1,5.74,train
CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,c1ccc(-c2n[nH]c3ncncc23)cc1,6.76,train
CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,c1cnc2ccc(-c3n[nH]c4ncncc34)cc2c1,6.66,test
CC(CP(=O)(O)C1CCCCCC[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,O=C(CC[PH](=O)C1CCCCCCCC(=O)NCC(=O)N1)NCC(=O)NCC(=O)NCCc1ccccc1,6.390000000000001,test
CC(Cc1cc2cc(-c3ncccc3C#N)ccc2nc1N)C(=O)NCCC(C)(C)C,c1ccc(-c2ccc3ncccc3c2)nc1,6.09,train
CC(Cc1cc2ccccc2nc1N)C(=O)N1CC[C@H]2OCCC[C@@]2(Cc2ccccc2)C1,O=C(CCc1cnc2ccccc2c1)N1CCC2OCCCC2(Cc2ccccc2)C1,4.47,train
CC(Cc1cc2ccccc2nc1N)C(=O)NC[C@@]12CCCO[C@@H]1CCOC2,O=C(CCc1cnc2ccccc2c1)NCC12CCCOC1CCOC2,4.475,train
CC(F)(F)COc1cnc(C(=O)Nc2cccc([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)n2)c(N)n1,O=C(Nc1cccc(C2COCC=N2)n1)c1cnccn1,5.92,train
CC(F)(F)Oc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,6.38,train
CC(F)(F)[C@@H]1C[C@@](C)(c2cc(NC(=O)c3ccc(OCF)cn3)ccc2F)N=C(N)S1,O=C(Nc1cccc(C2CCSC=N2)c1)c1ccccn1,8.21,train
CC(F)(F)[C@H]1OC(N)=N[C@](C)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)[C@H]1F,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,8.39,train
CC(F)(F)[C@H]1OC[C@]2(c3cc(NC(=O)c4ccc(C#N)cn4)ccc3F)N=C(N)SC[C@H]12,O=C(Nc1cccc(C23COCC2CSC=N3)c1)c1ccccn1,9.545,train
CC(F)(F)[C@H]1OC[C@]2(c3cc(NC(=O)c4ccc(C(F)(F)F)cn4)ccc3F)N=C(N)SC[C@H]12,O=C(Nc1cccc(C23COCC2CSC=N3)c1)c1ccccn1,8.455,train
CC(F)(F)[C@H]1OC[C@]2(c3cc(NC(=O)c4cnc(-n5cncn5)cn4)ccc3F)N=C(N)SC[C@H]12,O=C(Nc1cccc(C23COCC2CSC=N3)c1)c1cnc(-n2cncn2)cn1,9.165,test
CC(F)(F)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(Br)c3)[C@@H]2O)c1,O=S1(=O)CC(Cc2ccccc2)CC(NCc2ccccc2)C1,5.58,train
CC(F)(F)c1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,O=C(Nc1cccc(C2CCOC=N2)n1)c1cnccn1,7.19,train
CC(O)CCNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(Cl)cn3)ccc1F)N=C(N)S2,C(=Cc1ccccn1)c1cccc(C2N=CSC3CC32)c1,8.08,train
CC(Oc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)cn1)c1ncco1,C(=Cc1cnc(OCc2ncco2)cn1)c1cccc(C2N=CSC3CC32)c1,7.37,train
CC1(C#Cc2ccc(C(=O)Nc3ccc(F)c([C@@]4(C(F)F)N=C(N)O[C@@H]5C[C@@H]54)c3)nc2)COC1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccc(C#CC2COC2)cn1,6.49,validation
CC1(C#Cc2cnc3c(c2)[C@]2(COC(N)=N2)c2cc(-c4cccnc4F)ccc2O3)COC1,C(#CC1COC1)c1cnc2c(c1)C1(COC=N1)c1cc(-c3cccnc3)ccc1O2,8.754999999999999,validation
CC1(C#Cc2cncc(-c3ccc4c(c3)[C@@]3(COC(N)=N3)c3cc(C5=CCOCC5)ncc3O4)c2)COC1,C(#CC1COC1)c1cncc(-c2ccc3c(c2)C2(COC=N2)c2cc(C4=CCOCC4)ncc2O3)c1,7.63,validation
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cc3)ccc2F)CS1(=O)=O,N=C1CS(=O)(=O)CC(c2cccc(NC(=O)c3ccccc3)c2)N1,7.99,test
CC1(C)C(=N)N[C@](C)(c2cc(NC(=O)c3cnc(C(F)(F)F)cn3)ccc2F)CS1(=O)=O,N=C1CS(=O)(=O)CC(c2cccc(NC(=O)c3cnccn3)c2)N1,8.13,train
CC1(C)C(=N)N[C@](C)(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS1(=O)=O,N=C1CS(=O)(=O)CC(c2cccc(NC(=O)c3ccccn3)n2)N1,9.0,train
CC1(C)C(=O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)CC3=CC(=O)[C@H]4C(C)(C)[C@H](O)CC[C@]4(C)[C@H]3CC[C@@H]12,O=C1CCC2C(CCC3CC4=CC(=O)C5CCCCC5C4CCC32)C1,6.64,validation
CC1(C)C(N)=N[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)CS1(=O)=O,O=C(Nc1cccc(C2CS(=O)(=O)CC=N2)c1)c1ccccn1,5.93,train
CC1(C)C(N)=N[C@@](C)(c2cc(Nc3nccc4nc(O)cnc34)cc(F)c2F)CS1(=O)=O,O=S1(=O)CC=NC(c2cccc(Nc3nccc4nccnc34)c2)C1,6.3,train
CC1(C)C(N)=N[C@@](C)(c2cc(Nc3noc4cc(Cl)cnc34)ccc2F)CS1(=O)=O,O=S1(=O)CC=NC(c2cccc(Nc3noc4cccnc34)c2)C1,7.86,test
CC1(C)C(N)=N[C@@]2(c3cc(/C=C(\F)c4ccc(C#N)cn4)ccc3F)CO[C@H]2S1(=O)=O,O=S1(=O)CC=NC2(c3cccc(C=Cc4ccccn4)c3)COC21,8.084999999999999,validation
CC1(C)C(N)=N[C@@]2(c3cc(Nc4nccc5cc(Cl)cnc45)ccc3F)C[C@H]2S1(=O)=O,O=S1(=O)CC=NC2(c3cccc(Nc4nccc5cccnc45)c3)CC21,8.52,train
CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3cc4c(cn3)OCCO4)ccc2F)C(F)(F)S1(=O)=O,O=S1(=O)CC=NC(c2cccc(C=Cc3cc4c(cn3)OCCO4)c2)C1,5.02,train
CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3cc4c(cn3)OCCO4)ccc2F)[C@@H](F)S1(=O)=O,O=S1(=O)CC=NC(c2cccc(C=Cc3cc4c(cn3)OCCO4)c2)C1,5.94,train
CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3cc4c(cn3)OCCO4)ccc2F)[C@H](F)S1(=O)=O,O=S1(=O)CC=NC(c2cccc(C=Cc3cc4c(cn3)OCCO4)c2)C1,5.825,train
CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3ccc(C#N)cn3)cc(F)c2F)CS1(=O)=O,O=S1(=O)CC=NC(c2cccc(C=Cc3ccccn3)c2)C1,7.689999999999999,train
CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)CS1(=O)=O,O=S1(=O)CC=NC(c2cccc(C=Cc3ccccn3)c2)C1,8.55,train
CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3ccc(C#N)cn3)cnc2F)CS1(=O)=O,O=S1(=O)CC=NC(c2cncc(C=Cc3ccccn3)c2)C1,7.380000000000001,test
CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3ccc(C(F)(F)F)cn3)ccc2F)CS1(=O)=O,O=S1(=O)CC=NC(c2cccc(C=Cc3ccccn3)c2)C1,8.05,train
CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3ccc(Cl)cn3)ccc2F)CS1(=O)=O,O=S1(=O)CC=NC(c2cccc(C=Cc3ccccn3)c2)C1,7.575,train
CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3ccc(F)cn3)ccc2F)CS1(=O)=O,O=S1(=O)CC=NC(c2cccc(C=Cc3ccccn3)c2)C1,7.04,train
CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3cnc(C#N)cn3)ccc2F)CS1(=O)=O,O=S1(=O)CC=NC(c2cccc(C=Cc3cnccn3)c2)C1,8.5,train
CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3cnc(CC4CCC4)cn3)ccc2F)CS1(=O)=O,O=S1(=O)CC=NC(c2cccc(C=Cc3cnc(CC4CCC4)cn3)c2)C1,6.33,test
CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3cnc(Cl)cn3)cc(F)c2F)CS1(=O)=O,O=S1(=O)CC=NC(c2cccc(C=Cc3cnccn3)c2)C1,6.5,train
CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3cnc(Cl)cn3)ccc2F)C(F)(F)S1(=O)=O,O=S1(=O)CC=NC(c2cccc(C=Cc3cnccn3)c2)C1,6.09,train
CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3cnc(Cl)cn3)ccc2F)CS1(=O)=O,O=S1(=O)CC=NC(c2cccc(C=Cc3cnccn3)c2)C1,7.985,train
